pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
1,Canada,2023-05-23,98181642,2023-05-23,32643929,31310700,19776077,9989428,1
59,British Columbia,2023-05-24,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-24,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-24,2849928,2023-04-24,995529,930475,534783,389141,0
46,Manitoba,2023-05-24,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-24,37526718,2023-05-23,12506792,12047840,7757588,3676468,1
24,Quebec,2023-05-24,23069682,2023-05-21,7354545,7059273,4585306,2037792,1
13,New Brunswick,2023-05-24,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-24,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-24,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-24,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-24,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-24,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-24,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-24,98190300,2023-05-24,32644003,31310787,19776254,9989927,1
59,British Columbia,2023-05-25,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-25,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-25,2860086,2023-05-22,996014,931037,535325,397710,1
46,Manitoba,2023-05-25,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-25,37528875,2023-05-24,12506859,12047906,7757702,3676854,1
24,Quebec,2023-05-25,23069682,2023-05-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-05-25,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-25,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-25,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-25,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-25,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-25,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-25,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-25,98202615,2023-05-25,32644555,31311415,19776910,9998882,1
59,British Columbia,2023-05-26,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-26,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-26,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-05-26,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-26,37531111,2023-05-25,12506967,12047982,7757842,3677266,1
24,Quebec,2023-05-26,23069682,2023-05-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-05-26,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-26,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-26,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-26,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-26,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-26,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-26,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-26,98204851,2023-05-26,32644663,31311491,19777050,9999294,1
59,British Columbia,2023-05-27,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-27,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-27,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-05-27,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-27,37532235,2023-05-26,12507023,12048049,7757947,3677506,1
24,Quebec,2023-05-27,23069682,2023-05-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-05-27,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-27,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-27,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-27,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-27,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-27,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-27,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-27,98205975,2023-05-27,32644719,31311558,19777155,9999534,1
59,British Columbia,2023-05-28,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-28,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-28,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-05-28,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-28,37532624,2023-05-27,12507036,12048061,7757977,3677592,1
24,Quebec,2023-05-28,23069682,2023-05-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-05-28,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-28,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-28,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-28,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-28,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-28,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-28,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-28,98206364,2023-05-28,32644732,31311570,19777185,9999620,1
59,British Columbia,2023-05-29,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-29,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-29,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-05-29,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-29,37534358,2023-05-28,12507097,12048111,7758088,3677945,1
24,Quebec,2023-05-29,23069682,2023-05-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-05-29,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-29,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-29,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-29,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-29,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-29,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-29,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-29,98208098,2023-05-29,32644793,31311620,19777296,9999973,1
59,British Columbia,2023-05-30,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-30,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-30,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-05-30,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-30,37536709,2023-05-29,12507188,12048202,7758214,3678348,1
24,Quebec,2023-05-30,23069682,2023-05-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-05-30,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-30,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-30,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-30,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-30,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-30,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-30,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-30,98210449,2023-05-30,32644884,31311711,19777422,10000376,1
59,British Columbia,2023-05-31,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-05-31,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-05-31,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-05-31,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-05-31,37538891,2023-05-30,12507259,12048295,7758348,3678729,1
24,Quebec,2023-05-31,23076433,2023-05-28,7354545,7059273,4585306,2037792,1
13,New Brunswick,2023-05-31,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-05-31,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-05-31,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-05-31,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-05-31,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-05-31,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-05-31,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-05-31,98219382,2023-05-31,32644955,31311804,19777556,10000757,1
59,British Columbia,2023-06-01,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-01,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-06-01,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-01,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-01,37540639,2023-05-31,12507309,12048343,7758473,3679048,1
24,Quebec,2023-06-01,23076433,2023-05-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-01,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-01,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-01,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-01,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-01,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-01,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-01,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-01,98221130,2023-06-01,32645005,31311852,19777681,10001076,1
59,British Columbia,2023-06-02,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-02,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-06-02,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-02,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-02,37542363,2023-06-01,12507380,12048407,7758596,3679361,1
24,Quebec,2023-06-02,23076433,2023-05-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-02,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-02,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-02,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-02,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-02,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-02,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-02,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-02,98222854,2023-06-02,32645076,31311916,19777804,10001389,1
59,British Columbia,2023-06-03,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-03,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-06-03,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-03,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-03,37543283,2023-06-02,12507427,12048480,7758688,3679590,1
24,Quebec,2023-06-03,23076433,2023-05-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-03,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-03,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-03,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-03,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-03,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-03,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-03,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-03,98223774,2023-06-03,32645123,31311989,19777896,10001618,1
59,British Columbia,2023-06-04,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-04,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-06-04,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-04,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-04,37543521,2023-06-03,12507438,12048487,7758705,3679641,1
24,Quebec,2023-06-04,23076433,2023-05-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-04,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-04,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-04,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-04,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-04,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-04,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-04,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-04,98224012,2023-06-04,32645134,31311996,19777913,10001669,1
59,British Columbia,2023-06-05,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-05,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-06-05,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-05,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-05,37544897,2023-06-04,12507477,12048528,7758786,3679908,1
24,Quebec,2023-06-05,23076433,2023-05-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-05,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-05,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-05,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-05,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-05,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-05,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-05,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-05,98225388,2023-06-05,32645173,31312037,19777994,10001936,1
59,British Columbia,2023-06-06,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-06,10062690,2023-05-15,3652333,3454502,1827803,1128052,0
47,Saskatchewan,2023-06-06,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-06,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-06,37546607,2023-06-05,12507539,12048589,7758913,3680234,1
24,Quebec,2023-06-06,23076433,2023-05-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-06,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-06,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-06,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-06,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-06,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-06,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-06,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-06,98227098,2023-06-06,32645235,31312098,19778121,10002262,1
59,British Columbia,2023-06-07,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-07,10076326,2023-06-05,3652744,3455054,1828677,1139851,1
47,Saskatchewan,2023-06-07,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-07,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-07,37548386,2023-06-06,12507596,12048656,7759026,3680581,1
24,Quebec,2023-06-07,23081614,2023-06-04,7354545,7059273,4585306,2037792,1
13,New Brunswick,2023-06-07,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-07,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-07,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-07,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-07,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-07,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-07,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-07,98247694,2023-06-07,32645703,31312717,19779108,10014408,1
59,British Columbia,2023-06-08,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-08,10076326,2023-06-05,3652744,3455054,1828677,1139851,0
47,Saskatchewan,2023-06-08,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-08,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-08,37550335,2023-06-07,12507672,12048732,7759144,3681011,1
24,Quebec,2023-06-08,23081614,2023-06-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-08,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-08,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-08,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-08,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-08,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-08,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-08,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-08,98249643,2023-06-08,32645779,31312793,19779226,10014838,1
59,British Columbia,2023-06-09,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-09,10076326,2023-06-05,3652744,3455054,1828677,1139851,0
47,Saskatchewan,2023-06-09,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-09,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-09,37552072,2023-06-08,12507749,12048829,7759266,3681357,1
24,Quebec,2023-06-09,23081614,2023-06-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-09,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-09,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-09,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-09,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-09,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-09,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-09,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-09,98251380,2023-06-09,32645856,31312890,19779348,10015184,1
59,British Columbia,2023-06-10,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-10,10076326,2023-06-05,3652744,3455054,1828677,1139851,0
47,Saskatchewan,2023-06-10,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-10,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-10,37553034,2023-06-09,12507804,12048893,7759373,3681586,1
24,Quebec,2023-06-10,23081614,2023-06-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-10,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-10,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-10,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-10,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-10,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-10,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-10,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-10,98252342,2023-06-10,32645911,31312954,19779455,10015413,1
59,British Columbia,2023-06-11,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-11,10076326,2023-06-05,3652744,3455054,1828677,1139851,0
47,Saskatchewan,2023-06-11,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-11,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-11,37553306,2023-06-10,12507815,12048900,7759409,3681642,1
24,Quebec,2023-06-11,23081614,2023-06-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-11,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-11,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-11,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-11,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-11,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-11,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-11,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-11,98252614,2023-06-11,32645922,31312961,19779491,10015469,1
59,British Columbia,2023-06-12,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-12,10076326,2023-06-05,3652744,3455054,1828677,1139851,0
47,Saskatchewan,2023-06-12,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-12,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-12,37554682,2023-06-11,12507870,12048959,7759506,3681919,1
24,Quebec,2023-06-12,23081614,2023-06-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-12,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-12,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-12,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-12,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-12,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-12,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-12,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-12,98253990,2023-06-12,32645977,31313020,19779588,10015746,1
59,British Columbia,2023-06-13,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-13,10076326,2023-06-05,3652744,3455054,1828677,1139851,0
47,Saskatchewan,2023-06-13,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-13,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-13,37556352,2023-06-12,12507941,12049040,7759637,3682243,1
24,Quebec,2023-06-13,23081614,2023-06-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-13,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-13,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-13,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-13,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-13,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-13,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-13,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-13,98255660,2023-06-13,32646048,31313101,19779719,10016070,1
59,British Columbia,2023-06-14,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-14,10058997,2023-06-12,3636850,3447846,1830012,1144289,1
47,Saskatchewan,2023-06-14,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-14,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-14,37557921,2023-06-13,12508011,12049118,7759762,3682541,1
24,Quebec,2023-06-14,23086846,2023-06-11,7354545,7059273,4585306,2037792,1
13,New Brunswick,2023-06-14,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-14,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-14,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-14,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-14,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-14,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-14,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-14,98245132,2023-06-14,32630224,31305971,19781179,10020806,1
59,British Columbia,2023-06-15,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-15,10058997,2023-06-12,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-15,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-15,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-15,37559585,2023-06-14,12508081,12049184,7759887,3682868,1
24,Quebec,2023-06-15,23086846,2023-06-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-15,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-15,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-15,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-15,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-15,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-15,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-15,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-15,98246796,2023-06-15,32630294,31306037,19781304,10021133,1
59,British Columbia,2023-06-16,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-16,10058997,2023-06-12,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-16,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-16,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-16,37560984,2023-06-15,12508144,12049244,7760003,3683140,1
24,Quebec,2023-06-16,23086846,2023-06-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-16,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-16,2666051,2023-04-23,893126,849563,553289,281732,0
